PlayerID,First Name,Last Name,School,Pos,Pos2,Archetype,Arch2,OVR_Grade,Height,Weight,Event,40Yard,Bench,3Cone,Shuttle,Vert,Broad,Wonderlic,ThrowDist,ThrowAcc,InsideRun,OutsideRun,Catching,RouteRun,PassBlock,RunBlock,PassRush,RunStop,ManCov,ZoneCov,LBCov,Kickoff,FG,PuntDist,CoffinPunt,G_Speed,G_Agility,G_Strength,G_ThrowPower,G_ThrowAcc,G_Catch,G_Carry,G_RouteRun,G_RunBlock,G_PassBlock,G_Tackle,G_RunDef,G_PassRush,G_ManCov,G_ZoneCov,G_KickPow,G_KickAcc,G_PuntPow,G_PuntAcc,G_IQ
20082,Tray,Carter,BAYL,OLB,SS,Coverage,Man Coverage,B-,74,240,Big 12 Pro Day,4.53,42,6.47,3.85,40,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82,7.22,9.50,10.00,0.00,0.00,0.00,0.00,C+,A,A,A+,A-,C+,B,C-,B,F,A,A+,C,A+,A+,F,C+,C,D+,A+
78911,Terrel,Bernard,UHOU,OLB,,Speed,,A-,73,222,Big 12 Pro Day,4.38,41,6.59,4.08,39,132,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.76,0.00,0.00,7.93,0.00,0.00,0.00,0.00,A+,A-,A-,B-,A,C-,C+,B,B-,C-,A+,A+,B-,B,A,D+,C+,D-,D,A+
20114,Ross,Patton,KANS,CB,,Ball Hawk,,A-,70,183,Big 12 Pro Day,4.54,23,6.83,3.98,39,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,7.88,0.00,0.00,0.00,0.00,0.00,B-,A-,C+,A-,A,A-,B,D+,B,D-,B+,C,A+,B,B,D-,C+,D+,D,B-
20237,Josh,Boscan,UHOU,CB,,Ball Hawk,,A-,71,174,Big 12 Pro Day,4.41,24,6.47,3.97,41,133,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.75,0.00,0.00,0.00,0.00,0.00,A,A,C-,A-,C,A-,A+,B-,D,F,B-,B,A-,B,B+,D+,C+,C,D+,B+
74102,Kevin,Lusby,TCU,CB,,Zone Coverage,,B,70,191,Big 12 Pro Day,4.51,28,6.61,3.97,37,132,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,7.75,0.00,0.00,0.00,0.00,0.00,C,C+,B-,A+,B,C-,B+,C-,D+,B-,C,B+,C+,C,A,C-,F,D,C-,A
74234,Patrick,Gormley,UTAH,CB,,Zone Coverage,,A-,71,191,Big 12 Pro Day,4.64,28,6.39,3.77,38,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,9.00,0.00,0.00,0.00,0.00,0.00,C,A,A,A+,B+,C,A+,D+,C+,C+,A,A,B,B,A+,D-,B+,B,D+,A+
74381,Brandon,Boonstra,TCU,CB,,Man Coverage,,A-,72,189,Big 12 Pro Day,4.50,26,6.76,4.22,36,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.78,7.88,0.00,0.00,0.00,0.00,0.00,A,B+,A+,A-,B-,C-,B-,C+,C+,B+,A,D+,D-,A,B,C+,D-,C,D-,A+
19993,Caleb,Allen,BYU,FS,,Zone Coverage,,B+,73,196,Big 12 Pro Day,4.32,36,6.42,3.85,42,131,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.22,9.75,0.00,0.00,0.00,0.00,0.00,A,B-,C+,A,C+,C,B,C+,D,D+,B,B,A+,B+,A+,B-,C+,D-,C+,A+
74147,Eric,Gaherty,KANS,FS,,Ball Hawk,,B-,72,194,Big 12 Pro Day,4.61,25,6.64,3.94,38,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.22,7.25,0.00,0.00,0.00,0.00,0.00,B+,A+,C,A-,B+,A,A,C,C+,D+,B,A,A+,B-,B,D,D,F,C-,C
74635,Damian,Sanchez,ZONA,SS,,Zone Coverage,,C,73,197,Big 12 Pro Day,4.70,20,6.88,4.26,32,119,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.44,8.38,0.00,0.00,0.00,0.00,0.00,C,D+,D,C-,C-,C-,B,D-,C-,D+,B,C,F,C-,B-,D-,C,D+,F,B
75400,Wayne,Daniels,NMSU,OG,,Pass Blocking,,B,76,286,C-USA Pro Day,5.78,41,7.58,4.38,34,123,0,0.00,0.00,0.00,0.00,0.00,0.00,8.12,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,C,C+,C,D,B+,C,D+,C-,A-,F,C,C,A+,C+,D-,D-,D+,F,B+
20618,Maikel,Lopez,MTSU,DE,,Balanced,,B,75,263,C-USA Pro Day,4.62,36,6.81,4.17,35,121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B-,A,C+,B+,A,A+,F,D-,C-,B-,A+,A-,A+,C,F,D-,F,F,B
20819,Channing,Plumlee,KNSW,C,,Line Captain,,B-,76,290,C-USA Pro Day,5.56,44,7.03,4.26,34,123,0,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,C-,B+,A,C+,C,C-,F,B,C-,C+,C,C,A-,D+,D+,F,D+,D-,B
75635,Trevor,Sparks,LU,RB,,Balanced,,B-,71,216,C-USA Pro Day,4.41,37,6.59,4.04,38,123,0,0.00,0.00,7.59,7.39,4.50,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,B-,A,C,A-,B,A-,D-,C-,A,B,D-,C,B,B,C,D+,D+,F,A-
79173,Joseph,Gleichman,KNSW,OG,,Run Blocking,,B-,76,300,C-USA Pro Day,5.29,45,7.32,4.47,33,122,0,0.00,0.00,0.00,0.00,0.00,0.00,6.35,8.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,A-,B+,D-,C-,C-,B,F,A+,C-,F,C,D-,A+,C-,F,F,D+,C-,B+
74829,Richard,Yakubov,WKU,OT,,Pass Blocking,,C,75,312,C-USA Pro Day,5.98,41,7.84,4.43,30,112,0,0.00,0.00,0.00,0.00,0.00,0.00,5.29,5.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,C-,D+,C-,D-,D+,B-,D,C-,C,D-,D+,B-,A,C,B-,F,D+,D-,B-
75104,Andrew,Massey,FIU,QB,,Scrambler,,C,73,209,C-USA Pro Day,4.41,37,7.05,4.17,36,125,0,6.47,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B+,A-,C-,D,C,A-,F,D+,F,C-,F,B-,C-,B,C,F,C-,F,C
75258,Paul,Askew,NMSU,OLB,,Speed,,C,73,231,C-USA Pro Day,4.43,35,6.72,3.97,36,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.29,0.00,0.00,6.73,0.00,0.00,0.00,0.00,B+,B,C+,C-,B+,B-,C,F,C-,D+,B-,A+,D,C+,B+,D-,F,F,F,C-
75273,Ruben,Villanueva,WKU,CB,,Man Coverage,,C,72,181,C-USA Pro Day,4.74,18,6.66,4.01,36,128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.44,5.38,0.00,0.00,0.00,0.00,0.00,B,B+,F,C,A,D,B-,C+,F,D+,B+,B,D+,B,C-,D-,D+,D,D,C-
75684,Robert,Vohs,FIU,CB,,Ball Hawk,,C-,71,191,C-USA Pro Day,4.59,25,6.62,4.07,36,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.89,6.00,0.00,0.00,0.00,0.00,0.00,A-,C+,B,B-,B-,A,C,F,F,D+,C-,B+,F,C+,C-,C+,C,C,D+,C+
75634,Anthony,Huddleston,FIU,P,,Accuracy,,C-,74,186,C-USA Pro Day,6.19,9,7.92,4.77,31,110,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,2.45,4.67,9.09,B,B+,D,D-,C-,D+,C+,C-,C-,D-,C-,F,F,C,C,C,A-,C-,A,D+
76661,Yevgeniy,Hufnagel,FIU,OT,,Run Blocking,,C-,76,299,C-USA Pro Day,5.82,45,7.29,4.64,31,117,0,0.00,0.00,0.00,0.00,0.00,0.00,4.47,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C+,C,C-,D+,C,C-,F,B-,D-,D-,D+,B-,C+,C-,C-,F,D-,D-,D-
21477,D.J.,Tucker,JST,FS,,Run Stopper,,C-,71,207,C-USA Pro Day,4.40,35,6.83,4.04,38,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,6.25,0.00,0.00,0.00,0.00,0.00,A-,C+,A+,B,C+,D+,A-,F,C,F,B,A,B,C-,C,C-,F,D+,D,B
74466,Michael,Martinezaguila,NMSU,CB,,Zone Coverage,,C-,71,183,C-USA Pro Day,4.43,24,6.70,3.97,36,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67,7.88,0.00,0.00,0.00,0.00,0.00,C+,C,A,B,C,C-,B,D-,F,D+,B-,A-,B+,C-,B-,D-,D+,D-,D,A
74061,Luther,Gervais,FIU,OT,,Pass Blocking,,C+,76,296,C-USA Pro Day,5.39,47,6.90,4.19,36,124,0,0.00,0.00,0.00,0.00,0.00,0.00,7.06,6.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,A+,A,A+,B,C+,D-,B-,B+,C,C-,A,C+,A,D,A-,C-,D,B+
79162,Robert,Delgado,JST,WR,,Route Runner,,C+,69,174,C-USA Pro Day,4.32,35,6.66,3.87,41,134,0,0.00,0.00,0.00,0.00,7.75,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A+,B,A-,A+,C,B+,A+,C-,B-,A+,C+,C,C+,B+,D-,F,D,D-,A+
75730,Thomas,Cwynar,WKU,DT,,Balanced,,C+,75,286,C-USA Pro Day,5.11,41,6.88,4.22,34,121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,C,B,C+,C+,C,B,D,D,F,B,C,C+,A,C-,B-,D-,D,D+,C+
75301,Bruce,Lewis,MTSU,OG,,Run Blocking,,C+,76,287,C-USA Pro Day,5.86,46,7.62,4.32,34,120,0,0.00,0.00,0.00,0.00,0.00,0.00,6.71,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,C-,B,C,C-,C,A-,C-,B,C,F,D+,C,C+,C+,D-,D+,F,D-,C
21270,Jamal,McBride,ND,RB,WR,Receiving,Route Runner,B+,70,205,Independents Pro Day,4.34,29,6.61,3.88,39,129,0,0.00,0.00,8.29,8.39,8.75,6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B+,A,A+,B,A,B,A+,F,B+,C-,F,D-,A-,C-,F,D-,D+,F,A+
74026,Kyle,Edens,ND,WR,,Route Runner,,C+,69,171,Independents Pro Day,4.42,30,6.52,3.88,42,136,0,0.00,0.00,0.00,0.00,7.50,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A+,B+,B,B,C,C+,B,C,C-,B,A-,C+,A,A+,C,D-,B-,C,B-
74101,John,Johnson,CONN,WR,,Route Runner,,B-,69,176,Independents Pro Day,4.70,28,6.85,4.08,37,133,0,0.00,0.00,0.00,0.00,8.38,6.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,B,A,B,C+,A-,B,C,C,C+,D-,B,A+,B-,D-,C-,C-,C,A
74017,Daniel,Habib,ND,TE,,Receiving,,C+,75,241,Independents Pro Day,4.38,46,6.76,3.99,39,134,0,0.00,0.00,0.00,0.00,8.88,7.54,0.00,6.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B,A+,A+,A+,A+,A+,A,B,A,A-,A+,A,B,A+,F,F,C+,D+,B+
74292,Philip,Hering,ND,OT,,Run Blocking,,B,73,294,Independents Pro Day,5.32,45,7.05,4.28,34,121,0,0.00,0.00,0.00,0.00,0.00,0.00,6.12,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B+,B,A+,B,A+,A+,C+,A,B-,C,C+,A+,B,B,C,D+,B-,D-,A
74860,James,Richardson,ND,ILB,,Coverage,,C-,75,232,Independents Pro Day,4.53,34,6.90,4.28,38,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59,0.00,0.00,8.00,0.00,0.00,0.00,0.00,C-,B,D+,C,B,A-,D+,F,D-,D,B,C-,C,A,B-,D+,D+,D+,F,C
75820,Ralph,Moreno,CONN,CB,,Ball Hawk,,C,70,172,Independents Pro Day,4.48,23,6.64,4.20,36,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56,6.12,0.00,0.00,0.00,0.00,0.00,C+,C-,D-,C,B+,A,A-,C-,C,F,C+,D+,C-,C+,C+,D+,D-,C-,F,C-
74851,Anthony,Leider,CONN,FS,,Ball Hawk,,C-,72,194,Independents Pro Day,4.50,29,7.00,4.05,38,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.33,5.75,0.00,0.00,0.00,0.00,0.00,B+,B,C-,B-,A,B+,A-,D-,D-,F,C,C-,C,C+,C-,D-,C-,D+,D-,D+
76042,Andre,Thomas,AKRN,DE,,Balanced,,D+,75,278,MAC Pro Day,4.66,29,6.78,4.15,32,120,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,6.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,B,D,C+,F,B,B-,F,B,F,B,C,C-,C+,B,C-,F,D,D-,C+
74000,John,Nunez,BALL,OT,,Balanced,,A+,76,297,MAC Pro Day,5.32,53,7.03,3.99,37,129,0,0.00,0.00,0.00,0.00,0.00,0.00,8.47,7.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A+,A+,A+,A,A+,D-,A,B,A+,B,A-,A+,A-,C,C,B,C+,A+
20118,Chad,Coleman,BALL,OT,,Balanced,,A-,74,294,MAC Pro Day,5.71,45,7.03,4.17,36,123,0,0.00,0.00,0.00,0.00,0.00,0.00,6.24,7.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A+,B,B,B-,B+,A+,D-,B,C,A,C+,A-,C+,B-,D-,C+,B,C,B
20368,Tommy,Murphy,BALL,CB,,Man Coverage,,B-,71,186,MAC Pro Day,4.46,19,6.85,4.12,35,126,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.22,7.25,0.00,0.00,0.00,0.00,0.00,C+,B-,C-,C+,C+,D,B+,B,F,B,A,C,B+,A-,C,D,D+,B,C,A-
21575,Mason,Mihalik,,DE,,Speed Rusher,,D,76,242,MAC Pro Day,4.54,36,6.74,3.97,35,130,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.12,4.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A-,A+,C-,C,C+,D+,A+,F,F,C-,C+,C,B-,C,C-,D-,F,F,C,B
20077,Taylor,Brinkley,BGSU,RB,,Speed,,B-,69,197,MAC Pro Day,4.34,30,6.95,4.10,36,129,0,0.00,0.00,8.53,7.67,4.38,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,C-,A,A-,B,B,B+,D+,D+,B,B,D-,B-,A+,A-,C-,C,C-,D,A+
20100,Kenneth,De Jesus,BGSU,WR,,Speed,,B,71,192,MAC Pro Day,4.36,34,6.88,3.97,38,131,0,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B,C+,A-,B,A-,A,C,C,C,C,C,A-,A-,A-,B+,C+,C-,C,A+
20247,Khalid,Davis,BGSU,C,,Pass Blocking,,C,74,293,MAC Pro Day,5.46,48,7.11,4.12,35,125,0,0.00,0.00,0.00,0.00,0.00,0.00,8.35,7.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,A,A,B,A+,C,A+,C+,C,A-,B+,C+,A+,C+,A+,A-,C-,D+,C-,B-
20127,Zach,Guzman,BGSU,OLB,ILB,Run Stopper,Run Stopper,C-,74,247,MAC Pro Day,4.53,46,7.11,3.99,38,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.71,0.00,0.00,6.73,0.00,0.00,0.00,0.00,B,C,A+,A+,C+,D+,A,D-,B,C+,A+,A+,C-,C,C,D-,C-,C+,D-,A+
74358,Harry,Chivington,BUFF,FS,,Ball Hawk,,C,70,194,MAC Pro Day,4.53,19,6.62,4.04,36,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,7.50,0.00,0.00,0.00,0.00,0.00,A+,B,C+,A-,A-,B,C,F,C+,C+,B,A,B,C+,C+,B,D-,C-,C-,A
75245,Clarence,Thomas,CMU,DT,,Nose Tackle,,F,74,300,MAC Pro Day,5.56,45,7.08,4.54,33,120,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.12,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,C+,B-,D+,C-,B,C+,F,F,C-,C,C+,D+,A-,D+,D-,D-,F,D,B
74734,James,Dejesus,EMU,CB,,Man Coverage,,C,73,193,MAC Pro Day,4.59,20,6.62,3.99,36,127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.22,5.12,0.00,0.00,0.00,0.00,0.00,B,C,D+,B-,D+,C-,B-,C-,F,D+,A,A-,C-,B,C,D,D-,D-,F,B
74025,Stephen,Ryder,EMU,OT,,Pass Blocking,,D+,75,297,MAC Pro Day,5.60,46,6.97,4.28,36,125,0,0.00,0.00,0.00,0.00,0.00,0.00,7.41,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B,B+,C+,A+,A+,A+,D-,C-,B,A,C+,A,B+,A+,B,D,D-,D+,A+
74741,Todd,Morris,KENT,ILB,,Field General,,D+,71,232,MAC Pro Day,4.74,39,6.74,4.05,36,125,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.59,0.00,0.00,5.93,0.00,0.00,0.00,0.00,C-,B,C,C-,B-,B+,C+,C,F,D+,B,C,B,C,A,F,F,F,F,A
74299,Alberto,Barrales,MASS,QB,,Balanced,,D-,75,213,MAC Pro Day,4.70,34,7.22,4.32,35,120,0,4.82,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,B,A,C+,C+,A-,C,F,D-,F,B,F,C-,B-,B-,D,B-,D-,C-,B-
74833,Chester,Lee,MASS,WR,,Red Zone Threat,,D,75,224,MAC Pro Day,4.50,35,6.90,4.05,36,125,0,0.00,0.00,0.00,0.00,5.88,7.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,B-,B,C-,B-,B,B-,B,B+,F,F,B-,B,B-,B,D+,D-,C,C-,C+
74263,Jeffrey,Fair,MIAO,OT,,Run Blocking,,C,76,292,MAC Pro Day,5.29,45,6.97,4.17,34,124,0,0.00,0.00,0.00,0.00,0.00,0.00,5.29,7.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A+,A,B+,A-,B+,C,D-,A-,C-,C-,C+,B,A,A-,C+,C-,C-,C-,A-
74290,Andrew,Tyler,OHIO,QB,,Balanced,,D+,75,212,MAC Pro Day,4.68,30,7.08,4.07,35,121,0,6.94,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B,C+,A,B-,A-,C-,C-,C,C+,B-,C-,A+,B,A,C-,F,C-,C,B
74157,Arthur,Embrey,OHIO,CB,,Zone Coverage,,B-,71,176,MAC Pro Day,4.61,19,6.76,4.28,37,121,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,7.00,0.00,0.00,0.00,0.00,0.00,B-,B,B+,B,C,C-,A-,D,D-,D+,B-,B,C,C-,A,D-,D-,F,C-,B+
75252,Bruce,Piccone,TLDO,OG,,Balanced,,D,75,293,MAC Pro Day,5.86,38,7.20,4.64,34,119,0,0.00,0.00,0.00,0.00,0.00,0.00,5.53,6.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,C-,B,B+,B-,B+,C,F,C,C+,F,A,C-,D-,C,F,F,F,D,C+
75706,Ronald,Froemming,TLDO,CB,,Ball Hawk,,C-,70,180,MAC Pro Day,4.48,28,6.83,4.10,39,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.88,0.00,0.00,0.00,0.00,0.00,C,C,B+,B,C+,A-,C,C,D+,C,C-,B-,C,C+,C-,F,D-,F,D-,C
20188,Eli,Madison,WMU,WR,,Possession,,C-,72,194,MAC Pro Day,4.54,36,6.78,4.02,41,133,0,0.00,0.00,0.00,0.00,8.62,8.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C,B+,B,A-,B-,A+,A-,B-,C-,C+,B,B+,D,C+,A,C+,D,D,C,A+
74346,Mark,Stevens,WMU,OG,,Pass Blocking,,B-,78,276,MAC Pro Day,5.71,47,7.03,4.34,35,126,0,0.00,0.00,0.00,0.00,0.00,0.00,6.94,6.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A-,A,A+,A-,A+,A+,D,C,A,F,A-,C-,A+,A,C+,C-,C-,D+,A
20342,Brian,Barea,WMU,DE,,Run Stopper,,D+,76,292,MAC Pro Day,4.83,36,6.88,4.05,35,124,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.88,7.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B,B,B,B,A+,A-,F,B,D,A+,A-,B,C+,C+,C-,C+,B,C+,A+
21158,Michael,Gonzalez,WMU,CB,,Zone Coverage,,A,70,189,MAC Pro Day,4.47,26,6.61,3.90,40,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,9.25,0.00,0.00,0.00,0.00,0.00,B+,A,B,B,A+,B-,C,C-,C+,C+,B+,A,A-,B,B+,F,F,F,D+,B
75396,Manuel,Hernandez,MIAO,OT,,Run Blocking,,D,77,291,MAC Pro Day,6.11,40,7.62,4.77,30,116,0,0.00,0.00,0.00,0.00,0.00,0.00,2.47,6.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,F,C-,B,B,C,A-,D+,F,B,D-,B-,D-,D+,D+,C-,F,D+,C+,D-,B+
20050,Marquese,Ash,USAF,RB,,Receiving,,A-,69,202,Mountain West Pro Day,4.47,33,6.57,4.15,39,126,0,0.00,0.00,5.76,7.61,4.00,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A+,A-,C+,B-,A+,B,A+,A-,C-,B,C+,B,C+,C,D-,B,D-,C,A+
21369,Ben,Dean,NIU,RB,,Power,,B+,70,230,Mountain West Pro Day,4.51,39,7.22,4.10,35,122,0,0.00,0.00,6.88,6.22,5.88,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,C,A+,C-,C+,C,A+,D,F,A+,A,D,C+,C-,B,F,F,C-,D-,B+
75124,Julio,Mcfield,HAWI,RB,,Receiving,,C+,69,200,Mountain West Pro Day,4.39,25,6.90,4.13,37,127,0,0.00,0.00,6.35,7.06,5.88,5.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B,A,B,C-,B,A+,A-,A+,C-,B,A-,D-,B-,B+,C,F,D-,D-,D-,B
20293,Bruce,Ibaka,UNLV,FB,,Blocking,,B,73,241,Mountain West Pro Day,4.88,37,6.92,4.26,38,128,0,0.00,0.00,7.94,6.06,4.25,0.31,0.00,5.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C+,B+,A-,A-,C-,B+,A-,D-,A,A+,C-,D+,A-,A+,B,D-,C-,C-,B,B-
20296,Josh,Chickillo,UNLV,WR,,Red Zone Threat,,B-,75,215,Mountain West Pro Day,4.47,39,6.54,4.10,39,128,0,0.00,0.00,0.00,0.00,7.25,6.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B+,B+,A+,A+,A+,B+,A,B,A,C,B,A-,B,C+,C,D+,D-,B-,D,A+
74239,Billy,Visser,UTEP,WR,,Route Runner,,C,70,164,Mountain West Pro Day,4.44,28,6.90,4.12,41,130,0,0.00,0.00,0.00,0.00,6.12,7.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,B-,A-,C-,B,B,B-,B+,A-,C-,C+,B,C-,C+,A,C+,F,F,C-,C-,A-
74281,Garry,Stevens,SJSU,WR,,Speed,,C,72,188,Mountain West Pro Day,4.39,33,6.92,3.95,41,125,0,0.00,0.00,0.00,0.00,7.38,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,A,B+,B,A,A-,A-,B,C+,C-,B-,B,C,C-,A-,F,C-,B,C-,B-
74298,Charles,Mccutchen,UTEP,WR,,Possession,,C+,73,190,Mountain West Pro Day,4.64,34,6.70,4.05,37,133,0,0.00,0.00,0.00,0.00,7.38,7.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,C-,C,B,B,A-,B+,C+,B,B-,C+,B-,C+,A+,A-,A-,D-,D+,C-,D-,A+
74481,Stephen,Gilbert,USAF,WR,,Speed,,C+,71,191,Mountain West Pro Day,4.31,22,6.95,4.13,34,123,0,0.00,0.00,0.00,0.00,5.38,6.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B,C,C,C,B-,A-,C-,C-,F,D,B,C-,B,C+,F,D,D-,C-,D+
20067,Trae,March-Lillard,UNM,TE,,Receiving,,B-,74,246,Mountain West Pro Day,4.39,44,6.70,3.94,40,132,0,0.00,0.00,0.00,0.00,8.88,9.54,0.00,5.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A,B+,A,B-,A+,B+,A-,A+,B,A,A,C+,C,B,B,C-,C+,D+,C-,B+
20304,Jahlil,Jones,UNLV,OT,,Run Blocking,,A-,76,302,Mountain West Pro Day,5.46,43,7.00,4.22,35,123,0,0.00,0.00,0.00,0.00,0.00,0.00,4.82,8.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,A+,B+,A-,A-,B,C,B,D+,A-,C,C-,C-,A-,C+,B-,C-,C-,C-,D+,B+
